reference,baseline_hyp,finetuned_hyp,llm_repaired,speech_status,gender,duration
galore,Glower,gallower/gallower/gallowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowow,gallower/gallower/gallowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowowow,healthy,female,3
Nothing has been done yet to take advantage of the enabling legislation,Nothing has been done yet to take advantage of the enabling legislation.,Nothing has been done yet to take advantage of the enabling legislation,Nothing has been done yet to take advantage of the enabling legislation,healthy,male,4.8
Well he is nearly ninetythree years old,"Well, he is nearly 93 years old.",Well he is nearly ninety three years old,Well he is nearly ninety three years old,healthy,female,5.55
Continental drift is a geological theory,Continental Drift is a geological theory.,Continental drift is a geological theory,Continental drift is a geological theory,healthy,female,4.65
Get a calico cat to keep,Get a calico cat to keep.,Get a calico cat to keep,Get a calico cat to keep,healthy,male,3.75
nice,Nice.,nice,nice,healthy,male,1.35
pot,POTT,pott,pott,healthy,male,2.755
Nothing is as offensive as innocence,Nothing is as offensive as innocence.,"Nothing is as offensive as innocence,","Nothing is as offensive as innocence,",healthy,male,3.985
Mother sews yellow gingham aprons,Mother saw the yellow Gingrome Eepens.,"Mothers sowed yellow ginggram eapends,","Mothers sowed yellow ginggram eapends,",healthy,male,4.955
tin,10,tinn,tinn,healthy,female,1.835
A long flowing beard clings to his chin,a long flowing beard clings to his chin.,A long flowing beard clings to his chin,A long flowing beard clings to his chin,healthy,female,5.55
wicked,We can.,wicked,wicked,healthy,male,3.45
sin,Finn.,sinn,sinn,healthy,female,2.005
fork,Fork.,fork,fork,healthy,male,3.75
bad,Bad.,bad,bad,healthy,male,1.5
Help celebrate your brother's success,Help celebrate your brother's success.,Help celebrate your brother's success,Help celebrate your brother's success,healthy,female,3.245
up,up,up,up,healthy,female,2.13
Stimulating discussions keep students' attention,stimulating discussions keeps students attention.,Stimulating discussions keeps students' attention,Stimulating discussions keeps students' attention,healthy,male,4.8
sleep,Sleep.,sleep,sleep,healthy,male,3.45
seven,7,sevent,sevent,healthy,male,3.3
meat,Meet.,meat,meat,healthy,female,2.4
weed,Weed,weed,weed,healthy,female,3.3
much,Much.,much,much,healthy,male,1.95
seed,feed,sheet,sheet,healthy,male,2.2
bad,God.,fad,fad,healthy,female,3.15
fat,fat,fat,fat,healthy,male,1.253
cake,cake,cake,cake,healthy,male,3
Who knows what you'll discover about yourself,Who knows what you'll discover about yourself?,Who knows what you'll discover about yourself,Who knows what you'll discover about yourself,healthy,female,4.05
show,Show.,show,show,healthy,female,2.4
pad,Pad.,pad,pad,healthy,male,1.8
Young people participate in athletic activities,Young people participate in our product activities.,"Young people participate in athletic activities,","Young people participate in athletic activities,",healthy,male,4.01
loyal,Loyal.,loyal,loyal,healthy,male,1.35
Who knows what you'll discover about yourself,Who knows what you'll discover about yourself?,Who knows what you'll discover about yourself,Who knows what you'll discover about yourself,healthy,female,4.05
tail,Hail!,tale,tale,healthy,female,2.25
park,Park,park,park,healthy,female,1.99
cork,Thank you.,cork,cork,healthy,male,1.35
blow,Well,blow,blow,healthy,male,1.95
fill,Bill.,fill,fill,healthy,male,3.15
air,air,air,air,healthy,female,3.3
Except in the winter when the ooze or snow or ice prevents,Except in the winter when the ooze or snow or ice prevents.,Except in the winter when the ooze or snow or ice prevents,Except in the winter when the ooze or snow or ice prevents,healthy,male,5.55
The new highway is straight and empty,The new highway is straight and empty.,The new highway is straight and empty,The new highway is straight and empty,healthy,male,3.61
If you are losing water replace it immediately,"If you're living in water, replace it immediately.",If you're losing water replace it immediately,If you're losing water replace it immediately,healthy,female,4.8
At twilight on the twelfth day we'll have Chablis,"At twilight on the 12th day, we'll have chabley.","At twilight on the twelfth day we'll have Chabley,","At twilight on the twelfth day we'll have Chabley,",healthy,female,5.55
pit,PIT,pid,pid,healthy,male,3.3
fender,Ender,fender,fender,healthy,male,2.85
Worse luck was still to come,Worst luck was still to come.,Worse luck was still to come,Worse luck was still to come,healthy,male,2.55
warm,warm,warm,warm,healthy,female,2.85
woe,Wow.,wow,wow,healthy,male,1.2
meat,Meet.,meat,meat,healthy,male,1.35
shell,Show.,shell,shell,healthy,male,2.55
reach,Reach.,reach,reach,healthy,female,2.445
store,Stor,store,store,healthy,male,3.83
duck,Duck.,duck,duck,healthy,female,2.25
rave,Rave.,rave,rave,healthy,female,2.7
I was conscious all the time,I was conscious all the time.,I was conscious all the time,I was conscious all the time,healthy,male,2.64
show,show,show,show,healthy,male,1.225
walk,Walk.,walk,walk,healthy,male,1.95
hash,Hush.,hash,hash,healthy,male,1.05
Cable confirmation it said translated,"Cable confirmation, it said translated.",Cable confirmation it said translated,Cable confirmation it said translated,healthy,female,4.65
leak,leak.,leak,leak,healthy,female,2.4
sheet,Sheet!,sheet,sheet,healthy,male,1.8
ride,Ride,"ride,","ride,",healthy,female,2.145
lip,lip,lip,lip,healthy,female,1.81
cash,Cash.,cash,cash,healthy,female,2.165
Alimony harms a divorced man's wealth,Al-Manihan's divorced men's wealth.,"Alimony harms a divorced man's wealth,","Alimony harms a divorced man's wealth,",healthy,male,4.7
part,Park!,part,part,healthy,female,2.25
chap,Chape.,chap,chap,healthy,male,1.692
red,I don't regret.,red,red,healthy,female,1.5
owe,Oh,Oe,Oe,healthy,male,1.95
snort,It's not.,snort,snort,healthy,male,1.35
dark,Dirk.,dark,dark,healthy,male,1.35
whoop,Whopp.,wip,wip,healthy,male,1.46
at,...at.,at,at,healthy,male,2.86
pill,Peel.,pill,pill,healthy,female,1.5
hat,Hatt!,hat,hat,healthy,male,2.315
pat,Pat.,pat,pat,healthy,male,2.51
no,No.,know,know,healthy,female,1.855
end,and,end,end,healthy,male,1.5
Regular attendance is seldom required,Regular attendance is seldom required.,Regular attendance is seldom required,Regular attendance is seldom required,healthy,male,3.15
sleep,Sleep.,sleep,sleep,healthy,female,2.235
swarm,Swarm.,"swarm,","swarm,",healthy,male,3.78
We shelled clams for the chowder,We shall cleanse for the chowder.,We sheld clams for the chowder,We sheld clams for the chowder,healthy,male,4.27
start,Start.,start,start,healthy,male,2.7
The kat had five kittens,The cat had five kittens.,"The cat had five kittens,","The cat had five kittens,",healthy,female,3.45
written,Ritten.,written,written,healthy,male,2.75
When you are through write a clean report,"When you are through, write a clean report.",When you are through right a clean report,When you are through right a clean report,healthy,female,4.35
row,Row.,row,row,healthy,male,1.457
knot,Not.,knot,knot,healthy,female,2.55
bed,bed,bed,bed,healthy,male,1.5
gash,Gosh.,gash,gash,healthy,male,1.5
pat,Pat.,pat,pat,healthy,female,2.25
yes,Yes.,yes,yes,healthy,male,2.447
grave,Grave,grave,grave,healthy,female,2.265
sheet,Shee.,sheet,sheet,healthy,male,2.7
leak,WEEK,leak,leak,healthy,male,2.79
mock,Mark.,muck,muck,healthy,male,1.586
tail,tail.,tail,tail,healthy,male,1.2
seed,See you.,seed,seed,healthy,male,1.5
bear,Bear.,"bear,","bear,",healthy,male,3.095
loyal,Royale.,loyal,loyal,healthy,male,2.47
code,Cod.,coed,coed,healthy,male,2.575
Those musicians harmonize marvelously,Those musicians harmonize Marzo's sleep.,Those musicians harmonize marvelously,Those musicians harmonize marvelously,healthy,male,5.165
left,Left.,left,left,healthy,male,3
spit,Spit!,spit,spit,healthy,male,1.785
eat,Eat!,eat,eat,healthy,male,1.84
november,November,November,November,healthy,male,1.65
Old telephone booths aren't easy to find,Old telephone booths aren't easy to find.,Old telephone booths aren't easy to find,Old telephone booths aren't easy to find,healthy,female,4.35
ramp,Ramp,ramp,ramp,healthy,female,2.28
hatch,Hatch.,hatch,hatch,healthy,female,1.82
rock,Rock.,rock,rock,healthy,male,1.5
The dolphins swam around our boat,The dolphins swim around our boat.,"The dolphins swam around our boat,","The dolphins swam around our boat,",healthy,male,4.655
shin,Shen.,shin,shin,healthy,female,2.1
tear ,Here.,teer,teer,healthy,female,2.85
geese,Geese,geese,geese,healthy,male,1.987
Everything went real smooth the sheriff said,"Everything went real smooth, the sheriff said.",Everything went real smooth the sheriff said,Everything went real smooth the sheriff said,healthy,male,4.785
The pair of shoes was new,The pair of shoes was new.,"The pair of shoes was new,","The pair of shoes was new,",healthy,female,4.469
musk,Masc!,musk,musk,healthy,female,2.4
snort,Snort.,snort,snort,healthy,male,1.35
Gold can be found anywhere,Gold can be found anywhere.,Gold can be found anywhere,Gold can be found anywhere,healthy,male,2.85
I haven't seen that friend for years,I haven't seen that friend for years.,"I haven't seen that friend for years,","I haven't seen that friend for years,",healthy,male,3.517
You can ride stagecoach,You can ride stage coach.,You can ride stagecoach,You can ride stagecoach,healthy,male,2.25
sea,See.,see,see,healthy,male,1.662
beat,B,beat for a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit,beat for a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit of a little bit,healthy,male,3.75
